scenarioName,scenarioLoop,stepName,stepLoop,correlationId,requestTimeStamp,responseDelayMilliSec,responseTimeStamp,result,method,metaAuthors,metaTickets,metaCategories,metaOthers
"GIVEN- the REST end point, WHEN- I invoke POST, THEN- I will receive the 201 status with an ID",0,create_emp,,"ffd5d03b-4c02-4c1f-a7bf-b40c4654db46","2025-07-24T17:36:16.688155",3.0,"2025-07-24T17:36:16.691707",FAILED,POST,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"POST API - JSON content as request body",0,get_screening,,"963cfe41-b015-4db5-9ae2-8ae08618d255","2025-07-24T17:36:16.573141",1.0,"2025-07-24T17:36:16.574767",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert array or the size in the response - so many simple ways",0,check_array_size_way1,,"d82b437a-578f-4f06-a3cc-db74217be928","2025-07-24T17:14:34.283420",0.0,"2025-07-24T17:14:34.284042",PASSED,fetchDbCustomers,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert array or the size in the response - so many simple ways",0,check_array_size_way2,,"22c068b4-1cbc-4ac9-b6c9-5ed1c88a1f7f","2025-07-24T17:14:34.285417",0.0,"2025-07-24T17:14:34.285607",PASSED,fetchDbCustomers,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert array or the size in the response - so many simple ways",0,check_array_size_way21,,"cc9d6f0c-c8fb-4b08-bae8-99c6458140ea","2025-07-24T17:14:34.286391",0.0,"2025-07-24T17:14:34.286571",PASSED,fetchDbCustomers,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert array or the size in the response - so many simple ways",0,check_array_size_way22,,"8e46e585-7e45-4f22-8b6c-d5e26770b9cd","2025-07-24T17:14:34.287154",0.0,"2025-07-24T17:14:34.287505",PASSED,fetchDbCustomers,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert array or the size in the response - so many simple ways",0,check_array_size_way3,,"55d82033-243d-45cf-9bfb-4ed0592ddcdd","2025-07-24T17:14:34.288252",0.0,"2025-07-24T17:14:34.288428",PASSED,fetchDbCustomers,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert array or the size in the response - so many simple ways",0,check_array_size_way4,,"64800291-198b-4dba-8cae-98148889cbcf","2025-07-24T17:14:34.289498",0.0,"2025-07-24T17:14:34.289731",PASSED,fetchDbCustomers,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert array or the size in the response - so many simple ways",0,check_array_size_way5,,"93ac5f68-63c5-4e38-894d-7f607001775c","2025-07-24T17:14:34.290460",0.0,"2025-07-24T17:14:34.290637",PASSED,fetchDbCustomers,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"POST API - File json as request content - Reuse body",0,create_emp,,"f02a44f5-c871-456d-be78-315d5779d2c1","2025-07-24T17:14:34.849426",3.0,"2025-07-24T17:14:34.852742",FAILED,POST,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"GIVEN- the REST end points, WHEN- I invoke POST and GET, THEN- I will create and receive the new emp details",0,create_emp,,"1026099f-c82d-4280-bfcb-e08e25c530ae","2025-07-24T17:14:45.406587",2.0,"2025-07-24T17:14:45.408636",FAILED,POST,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"GIVEN- the GitHub REST end point, WHEN- I invoke GET, THEN- I will receive the 200 status with body",0,get_user_details,,"98462f25-d3fa-4a20-9b3c-40fbce80ec2e","2025-07-24T17:14:33.499039",408.0,"2025-07-24T17:14:33.907873",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Scenario - Single step",0,get_user_details,,"9c228a55-ab49-40fb-9f42-fb9762e7b4be","2025-07-24T17:36:04.802390",0.0,"2025-07-24T17:36:04.802747",PASSED,,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"GitHub Version-Details REST API will GET, version and server details @@Emma",0,"get_github_server_details",,"6b3527e7-0756-44a1-9380-122619bc2b6e","2025-07-24T17:36:10.524749",199.0,"2025-07-24T17:36:10.724169",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Load testing- Git Hub GET API",0,get_user_details,,"a1664e4a-5a1f-40c1-a1bb-c8bc790b16fb","2025-07-24T17:14:58.510146",75003.0,"2025-07-24T17:16:13.513711",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Call static method",0,"sample static method 1",,"5ad338b3-5dd7-45c6-b052-aec03c4762e0","2025-07-24T17:36:16.459498",0.0,"2025-07-24T17:36:16.460420",PASSED,sampleStaticMethod,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Call static method",0,"calling existing method",,"5b0c1d08-47b3-4bf2-95d1-c6a607cbb638","2025-07-24T17:36:16.461089",0.0,"2025-07-24T17:36:16.461713",PASSED,currentTimeMillis,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Fetch and assert GitHub userIds by their userNames",0,get_user_details,,"899d1854-d1ea-45c1-978c-8867ed452ed6","2025-07-24T17:14:46.885278",209.0,"2025-07-24T17:14:47.094718",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Fetch and assert GitHub userIds by their userNames",1,get_user_details,,"5c8f9145-b07c-4382-9e76-9369194d5d54","2025-07-24T17:14:47.097062",223.0,"2025-07-24T17:14:47.320528",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"GitHub Step Reuse @@Alex",0,"get_github_server_details_1",,"9341977d-de55-4b4e-a0ea-3352333f948f","2025-07-24T17:36:05.721115",201.0,"2025-07-24T17:36:05.922608",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Fetch and assert GitHub userIds by their userNames",0,get_user_details,,"1d99a5fe-0fca-421b-88c9-fa9ffbdf4b6d","2025-07-24T17:14:47.955958",213.0,"2025-07-24T17:14:48.169147",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Fetch and assert GitHub userIds by their userNames",1,get_user_details,,"4897b79e-9fb7-4bf7-802a-d0678ebbd664","2025-07-24T17:14:48.170926",197.0,"2025-07-24T17:14:48.368245",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Multi step exec all steps via ignore step failure",0,get_enitity,,"39f16ec5-026c-4735-89ef-e3913608bffe","2025-07-24T17:36:12.159799",211.0,"2025-07-24T17:36:12.371674",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Multi step exec all steps via ignore step failure",0,get_user_details,,"140f4d9b-1d03-45da-a443-4a00ebaa482f","2025-07-24T17:36:12.373359",215.0,"2025-07-24T17:36:12.589024",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Fetch and assert GitHub userIds by their userNames",0,get_user_details,,"d113473a-904c-4b29-b977-9d5ab69ac567","2025-07-24T17:36:18.769756",205.0,"2025-07-24T17:36:18.975218",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Fetch and assert GitHub userIds by their userNames",1,get_user_details,,"5a69b10a-7f85-4a9a-90ef-e397e59c557f","2025-07-24T17:36:18.978530",204.0,"2025-07-24T17:36:19.182956",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Scenario - Single step",0,get_user_details,,"5e93557d-bfcb-443a-8266-60017d6cd862","2025-07-24T17:14:30.423109",0.0,"2025-07-24T17:14:30.423523",PASSED,,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Parameterized and type casted example - GET API",0,get_user_details,,"18f93aca-be33-4d49-bbe0-de48ee941ebd","2025-07-24T17:36:22.117478",210.0,"2025-07-24T17:36:22.327755",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Parameterized and type casted example - GET API",1,get_user_details,,"aec9ebab-5a46-447c-88ab-ca38f0bb908c","2025-07-24T17:36:22.329787",218.0,"2025-07-24T17:36:22.548446",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"POST API - File json as part payload - Reuse in body",0,create_scr,,"f392a1cd-e9d5-4d69-a04e-7ef5750924e8","2025-07-24T17:14:35.069986",3.0,"2025-07-24T17:14:35.073288",FAILED,POST,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Parameterized and type casted example - GET API",0,get_user_details,,"319b4623-e321-44f1-ab12-af2967f382ee","2025-07-24T17:14:52.949481",204.0,"2025-07-24T17:14:53.153545",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Parameterized and type casted example - GET API",1,get_user_details,,"738402ae-97a2-488e-8a64-ed6d81d3938b","2025-07-24T17:14:53.157067",209.0,"2025-07-24T17:14:53.366972",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"POST API - File json as response content - Reuse body",0,create_emp,,"dde3a532-5efd-4bce-b845-3b8531324c06","2025-07-24T17:36:08.292855",2.0,"2025-07-24T17:36:08.294888",FAILED,POST,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Read properties in Test Steps - So easy",0,get_user_details,,"e5b8060a-cbc5-4e22-b6fc-398c352a8dc4","2025-07-24T17:14:49.699761",199.0,"2025-07-24T17:14:49.898781",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Read properties in Test Steps - So easy",0,get_user_details_way2,,"46add64a-f624-46fa-a32c-c794db8ebf22","2025-07-24T17:14:49.899472",209.0,"2025-07-24T17:14:50.108645",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"GitHub GET API and more @@Alex",0,"get_github_server_details",,"d7420162-3881-4978-9590-e14d19e74315","2025-07-24T17:36:11.830340",211.0,"2025-07-24T17:36:12.041836",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Will Mock some End Points via WireMock and Test the end points using Zerocode",0,setup_mocks,,"7b20c9bf-d1a0-45dc-85be-405ed936d0b8","2025-07-24T17:16:14.902514",1.0,"2025-07-24T17:16:14.903974",FAILED,"$USE.WIREMOCK","Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"POST API - File json as part payload - Reuse in body",0,create_scr,,"f9c0e3b0-77b8-48d9-b73e-c1ce0cd38f5a","2025-07-24T17:36:08.404932",2.0,"2025-07-24T17:36:08.407348",FAILED,POST,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Fetch and assert GitHub userIds by their userNames",0,get_user_details,,"49acc306-352f-4647-af9c-bd02c75ec38b","2025-07-24T17:36:19.296819",197.0,"2025-07-24T17:36:19.494424",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Fetch and assert GitHub userIds by their userNames",1,get_user_details,,"ec5e784c-bf9e-4ff4-a115-5ebe47c57d2e","2025-07-24T17:36:19.496238",201.0,"2025-07-24T17:36:19.697511",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"POST API - File json as request content - Reuse body",0,create_emp,,"c15089e1-4d06-4610-a918-86e5ddd5029c","2025-07-24T17:14:34.737961",5.0,"2025-07-24T17:14:34.743174",FAILED,POST,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Call methods with multiple arguments",0,"sample method 1",,"f6bce1e3-0af0-48aa-a8f9-5ba23550fba9","2025-07-24T17:36:16.012916",10.0,"2025-07-24T17:36:16.023583",PASSED,sampleMultiArgMethod1,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Call methods with multiple arguments",0,"sample method 2",,"01b7d040-de75-432a-bdd6-f4604eaf7fd3","2025-07-24T17:36:16.024423",0.0,"2025-07-24T17:36:16.024935",PASSED,sampleMultiArgMethod2,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Call methods with multiple arguments",0,"sample method 3",,"b578c73b-d2ad-47ad-a280-5f7caccf7fb7","2025-07-24T17:36:16.025539",0.0,"2025-07-24T17:36:16.026521",PASSED,sampleMultiArgMethod3,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Pick a value from result array when JSON Path returns an array for a single matching field",0,get_records,,"2b902188-d24f-45c9-891f-af775c1b00b9","2025-07-24T17:14:34.028728",1.0,"2025-07-24T17:14:34.030475",PASSED,fetchDbCustomers,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Pick a value from result array when JSON Path returns an array for a single matching field",0,find_matching_value,,"30269ac5-d5c6-4b88-abe1-f1964f20d2fe","2025-07-24T17:14:34.044563",1.0,"2025-07-24T17:14:34.046091",PASSED,stringToJson,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Pick a value from result array when JSON Path returns an array for a single matching field",0,get_by_name,,"e4be498f-7569-44a2-9242-3ccd791f58cb","2025-07-24T17:14:34.047705",0.0,"2025-07-24T17:14:34.048376",PASSED,fetchDbCustomersByName,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Git Hub GET API - Fetch by queryParams @@Ruwanka",0,get_repos_by_query,,"e8c751be-aef0-42dd-9907-a7013e887906","2025-07-24T17:14:50.652492",428.0,"2025-07-24T17:14:51.081168",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Git Hub GET API - Fetch by queryParams @@Ruwanka",0,"get_repos_by_query_params",,"186d271d-d7d4-4438-81a6-6b20dc18c980","2025-07-24T17:14:51.084124",458.0,"2025-07-24T17:14:51.542571",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Git Hub GET API - Fetch by queryParams @@Ruwanka",0,"get_repos_by_query_params",,"5b872af7-0134-43e8-b8aa-d42bf3401c0d","2025-07-24T17:14:51.547791",209.0,"2025-07-24T17:14:51.757587",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Git Hub GET API - Fetch by queryParams @@Ruwanka",0,"get_all_reposs_without_query",,"9ec6946c-fedb-4331-a429-76600dbf180c","2025-07-24T17:14:51.764961",478.0,"2025-07-24T17:14:52.243893",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert that 'created_at' is before expected & 'updated_at' is after expected",0,get_user_details,,"318f4ddb-14d5-40e2-a56d-1c921ad25dd9","2025-07-24T17:14:34.402779",214.0,"2025-07-24T17:14:34.616984",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Git Hub GET API - Fetch by queryParams @@Ruwanka",0,get_repos_by_query,,"d3bd97da-6087-4dbc-b063-e441928ed414","2025-07-24T17:36:21.221828",195.0,"2025-07-24T17:36:21.417198",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Another endpoint host from properties file available in the url",0,config,,"c17793f1-94fc-4581-a641-32b1a20d1ea5","2025-07-24T17:14:44.091775",1.0,"2025-07-24T17:14:44.093084",PASSED,readProperties,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Another endpoint host from properties file available in the url",0,get_user_details_way2,,"36f59d21-4498-4f75-94e7-22628393deda","2025-07-24T17:14:44.094081",202.0,"2025-07-24T17:14:44.296967",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Scenario - multi step",0,create_emp,,"03c841ef-1a0d-42fd-948f-b10895e89928","2025-07-24T17:36:04.676629",0.0,"2025-07-24T17:36:04.677269",PASSED,,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Scenario - multi step",0,get_user_details,,"aed0b582-ec13-4fd3-ab31-6e46ae581e29","2025-07-24T17:36:04.688116",0.0,"2025-07-24T17:36:04.688340",PASSED,,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Pick a value from result array when JSON Path returns an array for a single matching field",0,get_records,,"db91b905-3592-42a4-8a00-d5460f3ece44","2025-07-24T17:36:07.371403",1.0,"2025-07-24T17:36:07.373389",PASSED,fetchDbCustomers,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Pick a value from result array when JSON Path returns an array for a single matching field",0,find_matching_value,,"f98cd7a9-9085-454c-b946-4a526c1b5933","2025-07-24T17:36:07.389608",1.0,"2025-07-24T17:36:07.391103",PASSED,stringToJson,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Pick a value from result array when JSON Path returns an array for a single matching field",0,get_by_name,,"21ed8975-1e8b-4a92-b76f-58cfdd1f33f1","2025-07-24T17:36:07.392189",0.0,"2025-07-24T17:36:07.392835",PASSED,fetchDbCustomersByName,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Make the host config properties available into the test case json",0,config,,"0dee7cc4-ebf6-4b1e-a080-f1466bae5a74","2025-07-24T17:14:42.433986",1.0,"2025-07-24T17:14:42.435456",PASSED,readProperties,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Make the host config properties available into the test case json",0,get_user_details,,"d19f84b8-2a94-47d0-bbc8-b47e9a9ffdcf","2025-07-24T17:14:42.436728",205.0,"2025-07-24T17:14:42.642448",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Make the host config properties available into the test case json",0,get_user_details_way2,,"e92090c6-b5db-4fce-9d5e-56fe6b290b8b","2025-07-24T17:14:42.645641",1218.0,"2025-07-24T17:14:43.864512",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert that value is one of the items in the array",0,match_user_location,,"54839a1d-cde9-49f1-814f-8faee8caf7a0","2025-07-24T17:14:46.364584",206.0,"2025-07-24T17:14:46.570869",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert that value is one of the items in the array",0,"match_user_gravatar_id_empty_string",,"aa7db6a7-a417-48ba-870f-6150f2776fce","2025-07-24T17:14:46.573073",201.0,"2025-07-24T17:14:46.774485",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"GIVEN- the REST end points, WHEN- I invoke GET by ID, THEN- I will aget the full details",0,get_emp_details,,"49c96227-a65f-4bd6-a068-652ce9fdfe44","2025-07-24T17:14:45.186691",1.0,"2025-07-24T17:14:45.188367",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Generate new Security Token and pass as custom header",0,token_brewer,,"fd89f00b-799b-418c-802e-a7075921b115","2025-07-24T17:36:16.140588",0.0,"2025-07-24T17:36:16.141467",PASSED,generateNew,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Generate new Security Token and pass as custom header",0,get_user_with_new_token,,"ca6c3b03-dcb7-4d46-bf99-8253d4ea6ca5","2025-07-24T17:36:16.142027",200.0,"2025-07-24T17:36:16.342624",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Java method return as JSON assertions",0,execute_java_method,,"da071e97-046d-4d6f-8b29-73a16cd186df","2025-07-24T17:14:42.213559",0.0,"2025-07-24T17:14:42.214020",PASSED,fetchDbCustomers,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Generate new Security Token and pass as custom header",0,token_brewer,,"26bd0c91-fe82-4486-8f05-e8cde258ca98","2025-07-24T17:14:44.535678",1.0,"2025-07-24T17:14:44.537127",PASSED,generateNew,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Generate new Security Token and pass as custom header",0,get_user_with_new_token,,"0a923f51-07dd-4f22-b40b-098fa5bbe3c2","2025-07-24T17:14:44.537663",203.0,"2025-07-24T17:14:44.741105",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Assert that 'created_at' is before expected & 'updated_at' is after expected",0,get_user_details,,"26d1d586-6e36-45e8-b3e7-744f5dc66059","2025-07-24T17:36:07.741871",204.0,"2025-07-24T17:36:07.946105",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"GIVEN- the REST end points, WHEN- I invoke GET by ID, THEN- I will aget the full details",0,get_emp_details,,"952ef140-087d-44ae-9e17-397671c235be","2025-07-24T17:36:16.799867",1.0,"2025-07-24T17:36:16.801730",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Retry with previous steps",0,helper1,,"2c376d53-defc-4712-8c0d-3974236152d7","2025-07-24T17:14:52.483260",0.0,2025-07-24T17:14:52.484,PASSED,helperMethod1,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Retry with previous steps",0,helper2,,"2885e912-b124-4d0f-8a39-e84e075a2965","2025-07-24T17:14:52.484385",0.0,"2025-07-24T17:14:52.484444",PASSED,helperMethod2,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Retry with previous steps",0,helper3,,"476a6ad4-b496-43b6-9b8f-473460a82c7e","2025-07-24T17:14:52.484648",0.0,"2025-07-24T17:14:52.484701",PASSED,helperMethod3,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Retry with previous steps",0,main,,"5128a7bb-7dad-4e0b-a946-7f9d518ac1e8","2025-07-24T17:14:52.485097",1.0,"2025-07-24T17:14:52.486623",FAILED,mainMethod,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Retry with previous steps",0,helper1,,"8f9e0db7-5078-4f73-947d-61e4c13b4758","2025-07-24T17:14:52.497742",0.0,"2025-07-24T17:14:52.497846",PASSED,helperMethod1,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Retry with previous steps",0,helper2,,"8e5fcfd4-a2de-45e5-87ee-deeede440797","2025-07-24T17:14:52.498063",0.0,"2025-07-24T17:14:52.498110",PASSED,helperMethod2,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Retry with previous steps",0,helper3,,"5546d5bb-dfc1-4d0e-a1f0-294fe35bf372","2025-07-24T17:14:52.498325",0.0,"2025-07-24T17:14:52.498374",PASSED,helperMethod3,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Retry with previous steps",0,helper1,,"713affd2-923f-4b62-966e-de47f6468a80","2025-07-24T17:14:52.510284",0.0,"2025-07-24T17:14:52.510389",PASSED,helperMethod1,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Retry with previous steps",0,helper2,,"dfe811a6-3756-4c3b-9012-3d0f82f637ee","2025-07-24T17:14:52.510589",0.0,"2025-07-24T17:14:52.510636",PASSED,helperMethod2,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Retry with previous steps",0,helper3,,"655674af-b1bc-4a19-8b23-d9a22b4b8d2f","2025-07-24T17:14:52.510806",0.0,"2025-07-24T17:14:52.510859",PASSED,helperMethod3,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Multi step exec all steps via ignore step failure",0,get_enitity,,"a8f671cb-e6b4-482a-94de-14391f7081d2","2025-07-24T17:14:39.217772",375.0,"2025-07-24T17:14:39.593395",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"Multi step exec all steps via ignore step failure",0,get_user_details,,"947a5185-b238-4d0f-a87d-5e87976749fe","2025-07-24T17:14:39.604488",205.0,"2025-07-24T17:14:39.809682",PASSED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
"GIVEN- the REST end point, WHEN- I invoke GET, THEN- I will receive the 200 status with body",0,get_emp_details,,"2f5b0f67-7499-4c41-887b-5fd4d815f236","2025-07-24T17:14:45.296949",2.0,"2025-07-24T17:14:45.299124",FAILED,GET,"Emma, Sidd, Krish","ISSUE-519, GT-312","api, regression",
